CustomerId,Surname,Credit_Score,Geography,Gender,Age,Tenure,Balance,Number_Of_Products,Has_Credit_Card,Is_Active_Member,Estimated_Salary,Customer_Status,Age_Group,Credit_Score_Band,Balance Category
15637954,Lewis,730,France,Female,35,0,155470.55,1,Yes,Yes,53718.28,Retained,Adult,Good,High balance
15758639,Moran,641,France,Male,37,7,0,2,Yes,No,75248.3,Retained,Adult,Fair,Zero Balance
15613772,Dalrymple,542,France,Male,39,3,135096.77,1,Yes,Yes,14353.43,Exited,Adult,Poor,High balance
15731744,Carslaw,692,France,Male,30,2,0,2,No,Yes,130486.57,Retained,Young Adult,Good,Zero Balance
15807709,Kirby,714,Germany,Female,55,9,180075.22,1,Yes,Yes,100127.71,Retained,Middle-Aged,Good,High balance
15714689,Houghton,591,Spain,Male,29,1,97541.24,1,Yes,Yes,196356.17,Retained,Young Adult,Fair,Medium Balance
15699005,Martin,710,France,Female,41,2,156067.05,1,Yes,Yes,9983.88,Retained,Adult,Good,High balance
15624170,Tan,639,France,Female,38,4,81550.94,2,No,Yes,118974.77,Retained,Adult,Fair,Medium Balance
15725679,Hsia,531,France,Female,47,6,0,1,No,No,194998.34,Exited,Middle-Aged,Poor,Zero Balance
15585865,Westerberg,673,France,Female,38,2,170061.92,2,No,No,134901.34,Exited,Adult,Good,High balance
15804256,Hale,765,Germany,Male,36,8,92310.54,2,Yes,Yes,72924.56,Retained,Adult,Very Good,Medium Balance
15662403,Kryukova,622,France,Female,32,6,169089.38,2,Yes,No,101057.95,Retained,Adult,Fair,High balance
15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,Yes,Yes,142838.64,Retained,Adult,Excellent,Medium Balance
15591995,Barry,757,Germany,Male,26,8,121581.56,2,Yes,Yes,127059.04,Retained,Young Adult,Very Good,High balance
15677020,Selezneva,570,France,Female,58,8,0,1,No,Yes,116503.92,Exited,Middle-Aged,Poor,Zero Balance
15727688,Chizuoke,555,Spain,Male,32,4,0,2,Yes,Yes,54405.79,Retained,Adult,Poor,Zero Balance
15715941,Lueck,692,France,Male,54,5,0,2,Yes,Yes,88721.84,Retained,Middle-Aged,Good,Zero Balance
15714485,Udinese,774,France,Male,60,5,85891.55,1,Yes,No,74135.48,Exited,Middle-Aged,Very Good,Medium Balance
15730059,Udobata,638,Spain,Male,44,9,77637.35,2,Yes,Yes,111346.22,Retained,Adult,Fair,Medium Balance
15715527,Freeman,543,Spain,Female,41,4,0,1,No,No,194902.16,Retained,Adult,Poor,Zero Balance
15576623,Outlaw,584,France,Male,31,5,0,2,Yes,No,31474.27,Retained,Adult,Fair,Zero Balance
15805565,Obiuto,691,Germany,Male,30,7,116927.89,1,Yes,No,21198.39,Retained,Young Adult,Good,High balance
15677307,Lo,684,Germany,Female,40,6,137326.65,1,Yes,No,186976.6,Retained,Adult,Good,High balance
15773890,Okechukwu,733,France,Male,22,5,0,2,Yes,Yes,117202.19,Retained,Young Adult,Good,Zero Balance
15598883,King,599,Spain,Female,37,2,0,2,Yes,Yes,143739.29,Retained,Adult,Fair,Zero Balance
15568506,Forbes,524,Germany,Female,31,10,67238.98,2,Yes,Yes,161811.23,Retained,Adult,Poor,Medium Balance
15761043,Macleod,632,Germany,Female,38,6,86569.76,2,Yes,No,98090.91,Retained,Adult,Fair,Medium Balance
15782236,Gibbs,735,Spain,Male,34,5,0,2,No,No,71095.41,Retained,Adult,Good,Zero Balance
15593601,Isayev,734,France,Male,34,6,133598.4,1,Yes,Yes,13107.24,Retained,Adult,Good,High balance
15682048,Pisano,605,France,Female,51,3,136188.78,1,Yes,Yes,67110.59,Exited,Middle-Aged,Fair,High balance
15746902,Belstead,793,Spain,Male,38,9,0,2,Yes,No,88225.02,Retained,Adult,Very Good,Zero Balance
15752081,Vassiliev,468,France,Female,56,10,0,3,No,Yes,62256.87,Exited,Middle-Aged,Poor,Zero Balance
15781307,Schneider,779,Germany,Male,37,7,120092.52,2,Yes,No,135925.72,Retained,Adult,Very Good,High balance
15775912,Mazzanti,698,France,Male,48,4,101238.24,2,No,Yes,177815.87,Exited,Middle-Aged,Good,High balance
15745417,Knipe,707,France,Male,58,6,89685.92,1,No,Yes,126471.13,Retained,Middle-Aged,Good,Medium Balance
15671256,Macartney,850,France,Female,35,1,211774.31,1,Yes,No,188574.12,Exited,Adult,Excellent,High balance
15653547,Madukwe,850,France,Male,56,7,131317.48,1,Yes,Yes,119175.45,Retained,Middle-Aged,Excellent,High balance
15595766,Watts,527,Spain,Male,37,5,93722.73,2,Yes,Yes,139093.73,Retained,Adult,Poor,Medium Balance
15742358,Humphreys,696,Germany,Male,32,8,101160.99,1,Yes,Yes,115916.55,Retained,Adult,Good,High balance
15763274,Wu,661,France,Male,48,3,120320.54,1,No,No,96463.25,Retained,Middle-Aged,Fair,High balance
15786063,Chin,776,France,Female,31,2,0,2,Yes,Yes,112349.51,Retained,Adult,Very Good,Zero Balance
15600258,Chesnokova,701,France,Male,43,2,0,2,Yes,Yes,165303.79,Retained,Adult,Good,Zero Balance
15573318,Kung,610,France,Male,26,8,0,2,Yes,No,166031.08,Retained,Young Adult,Fair,Zero Balance
15653849,Lu,572,Germany,Female,48,3,152827.99,1,Yes,No,38411.79,Exited,Middle-Aged,Poor,High balance
15694272,Nkemakolam,673,France,Male,30,1,64097.75,1,Yes,Yes,77783.35,Retained,Young Adult,Good,Medium Balance
15736112,Walton,519,Spain,Female,57,2,119035.35,2,Yes,Yes,29871.79,Retained,Middle-Aged,Poor,High balance
15749851,Brookes,702,Spain,Female,26,4,135219.57,1,No,Yes,59747.63,Retained,Young Adult,Good,High balance
15663478,Baldwin,729,France,Male,32,6,93694.42,1,Yes,Yes,79919.13,Retained,Adult,Good,Medium Balance
15592300,Mai,543,Spain,Male,35,10,59408.63,1,Yes,No,76773.53,Retained,Adult,Poor,Medium Balance
15567832,Shih,550,France,Female,40,7,114354.95,1,Yes,No,54018.93,Retained,Adult,Poor,High balance
15776780,He,608,France,Male,59,1,0,1,Yes,No,70649.64,Exited,Middle-Aged,Fair,Zero Balance
15592846,Fiorentini,639,Germany,Male,35,10,128173.9,2,Yes,No,59093.39,Retained,Adult,Fair,High balance
15739803,Lucciano,686,Spain,Male,34,9,0,2,Yes,No,127569.8,Retained,Adult,Good,Zero Balance
15794142,Ferreira,564,Germany,Female,62,5,114931.35,3,No,Yes,18260.98,Exited,Senior,Poor,High balance
15762729,Ukaegbunam,745,Germany,Female,28,1,111071.36,1,Yes,No,73275.96,Exited,Young Adult,Very Good,High balance
15667896,De Luca,833,France,Male,37,8,151226.18,2,Yes,Yes,136129.49,Retained,Adult,Excellent,High balance
15626578,Milne,622,France,Male,26,9,0,2,Yes,Yes,153237.59,Retained,Young Adult,Fair,Zero Balance
15776223,Davide,597,France,Female,42,4,64740.12,1,Yes,Yes,106841.12,Retained,Adult,Fair,Medium Balance
15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,Yes,No,109078.35,Exited,Middle-Aged,Good,High balance
15802593,Little,504,France,Female,49,7,0,3,No,Yes,87822.14,Exited,Middle-Aged,Poor,Zero Balance
15615457,Burns,842,Spain,Female,44,2,112652.08,2,Yes,No,126644.98,Retained,Adult,Excellent,High balance
15708916,Paterson,587,France,Male,38,0,0,2,Yes,No,47414.15,Retained,Adult,Fair,Zero Balance
15720187,Han,479,Germany,Female,30,7,143964.36,2,Yes,No,41879.99,Retained,Young Adult,Poor,High balance
15595440,Kryukova,508,France,Male,49,7,122451.46,2,Yes,Yes,75808.1,Retained,Middle-Aged,Poor,High balance
15600651,Ijendu,749,France,Male,24,1,0,3,Yes,Yes,47911.03,Retained,Young Adult,Very Good,Zero Balance
15750141,Reichard,721,Germany,Female,36,3,65253.07,2,Yes,No,28737.78,Retained,Adult,Good,Medium Balance
15657284,Day,674,Germany,Male,47,6,106901.94,1,Yes,Yes,2079.2,Exited,Middle-Aged,Good,High balance
15763063,Price,685,Spain,Female,25,10,128509.63,1,Yes,No,121562.33,Retained,Young Adult,Good,High balance
15709324,Bruce,417,France,Male,34,7,0,2,Yes,No,55003.79,Retained,Adult,Poor,Zero Balance
15711309,Sumrall,574,Germany,Male,33,3,129834.67,1,Yes,No,193131.42,Retained,Adult,Poor,High balance
15775318,Lu,590,Spain,Female,51,3,154962.99,3,No,Yes,191932.27,Exited,Middle-Aged,Fair,High balance
15705515,Lazarev,587,Germany,Male,40,5,138241.9,2,Yes,No,159418.1,Retained,Adult,Fair,High balance
15634844,Miller,598,Germany,Male,41,3,91536.93,1,Yes,No,191468.78,Exited,Adult,Fair,Medium Balance
15717046,Wentworth-Shields,741,Spain,Male,53,3,0,2,Yes,Yes,38913.68,Retained,Middle-Aged,Very Good,Zero Balance
15571816,Ritchie,850,Spain,Female,70,5,0,1,Yes,Yes,705.18,Retained,Senior,Excellent,Zero Balance
15670080,Mackenzie,584,Germany,Female,29,7,105204.01,1,No,Yes,138490.03,Retained,Young Adult,Fair,High balance
15800440,Power,650,Spain,Male,61,1,152968.73,1,No,Yes,82970.69,Retained,Senior,Fair,High balance
15665678,Tan,607,Spain,Male,36,8,158261.68,1,Yes,Yes,76744.72,Retained,Adult,Fair,High balance
15665956,Pendergrass,509,France,Female,46,1,0,1,Yes,No,71244.59,Exited,Middle-Aged,Poor,Zero Balance
15788126,Evans,689,Spain,Female,38,6,121021.05,1,Yes,Yes,12182.15,Retained,Adult,Good,High balance
15811773,Hsia,543,France,Male,36,4,0,2,Yes,Yes,141210.5,Retained,Adult,Poor,Zero Balance
15651674,Billson,438,Spain,Female,54,2,0,1,No,No,191763.07,Exited,Middle-Aged,Poor,Zero Balance
15689614,Teng,687,Spain,Female,63,1,137715.66,1,Yes,Yes,37938.74,Retained,Senior,Good,High balance
15795564,Moretti,737,Germany,Male,31,5,121192.22,2,Yes,Yes,74890.58,Retained,Adult,Good,High balance
15706647,Jordan,761,France,Male,31,7,0,3,Yes,Yes,166698.18,Retained,Adult,Very Good,Zero Balance
15728505,Ts'ao,601,France,Male,44,1,100486.18,2,Yes,Yes,62678.53,Retained,Adult,Fair,High balance
15730076,Osborne,651,France,Male,45,1,0,1,Yes,No,67740.08,Exited,Adult,Fair,Zero Balance
15622003,Carslaw,745,France,Male,35,9,92566.53,2,Yes,No,161519.77,Retained,Adult,Very Good,Medium Balance
15607312,Ch'ang,648,Spain,Female,49,10,0,2,Yes,Yes,159835.78,Exited,Middle-Aged,Fair,Zero Balance
15644753,Hung,848,Spain,Male,40,3,110929.96,1,Yes,Yes,30876.84,Retained,Adult,Excellent,High balance
15653620,Gordon,546,France,Female,27,8,0,2,Yes,Yes,14858.1,Retained,Young Adult,Poor,Zero Balance
15761986,Obialo,439,Spain,Female,32,3,138901.61,1,Yes,No,75685.97,Retained,Adult,Poor,High balance
15633922,Gray,755,France,Male,30,4,123217.66,2,No,Yes,144183.1,Retained,Young Adult,Very Good,High balance
15734674,Lin,593,France,Female,41,6,0,1,Yes,No,65170.66,Retained,Adult,Fair,Zero Balance
15658032,Hopkins,701,France,Male,39,2,0,2,Yes,Yes,82526.92,Retained,Adult,Good,Zero Balance
15692671,Dobson,701,Spain,Male,36,8,0,2,Yes,No,169161.46,Retained,Adult,Good,Zero Balance
15737741,McKay,607,Spain,Female,33,2,108431.87,2,No,Yes,109291.39,Exited,Adult,Fair,High balance
15576352,Revell,586,Spain,Female,57,3,0,2,No,Yes,6057.81,Retained,Middle-Aged,Fair,Zero Balance
15753719,Rickards,547,Germany,Female,30,9,72392.41,1,Yes,No,77077.14,Retained,Young Adult,Poor,Medium Balance
15803689,Begum,647,Germany,Female,51,1,119741.77,2,No,No,54954.51,Exited,Middle-Aged,Fair,High balance
15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,No,No,179614.8,Exited,Middle-Aged,Very Good,High balance
15722010,Zuyev,621,Spain,Male,53,9,170491.84,1,Yes,No,35588.07,Exited,Middle-Aged,Fair,High balance
15680998,Nwankwo,725,France,Male,44,5,0,1,Yes,Yes,117356.14,Retained,Adult,Good,Zero Balance
15614782,Hao,526,France,Male,36,1,0,1,Yes,No,160696.72,Retained,Adult,Poor,Zero Balance
15591047,Ma,519,Spain,Female,47,6,157296.02,2,No,No,147278.43,Exited,Middle-Aged,Poor,High balance
15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,Yes,Yes,56594.36,Exited,Adult,Good,High balance
15604044,Mitchell,700,France,Male,38,8,134811.3,1,Yes,No,1299.75,Retained,Adult,Good,High balance
15679587,Chan,666,France,Female,34,9,115897.12,1,Yes,Yes,25095.03,Retained,Adult,Fair,High balance
15775153,Buchi,630,Spain,Male,32,4,82034,1,No,No,146326.45,Retained,Adult,Fair,Medium Balance
15603925,Greco,779,Spain,Female,26,4,174318.13,2,No,Yes,38296.21,Retained,Young Adult,Very Good,High balance
15680970,Lombardi,611,Germany,Female,41,2,114206.84,1,Yes,No,164061.6,Retained,Adult,Fair,High balance
15697183,Uchenna,685,Spain,Male,43,9,0,2,Yes,No,107811.28,Retained,Adult,Good,Zero Balance
15567446,Coffman,646,Germany,Male,39,9,111574.41,1,Yes,Yes,30838.51,Retained,Adult,Fair,High balance
15637476,Alexandrova,683,Germany,Female,57,5,162448.69,1,No,No,9221.78,Exited,Middle-Aged,Good,High balance
15714939,Fallaci,484,Germany,Female,34,4,148249.54,1,No,Yes,33738.27,Retained,Adult,Poor,High balance
15683503,Hudson,601,France,Female,43,8,0,3,No,Yes,110916.15,Exited,Adult,Fair,Zero Balance
15645569,Mai,762,Spain,Female,26,7,123709.46,2,Yes,Yes,169654.57,Retained,Young Adult,Very Good,High balance
15782569,Stout,687,France,Female,72,9,0,1,No,Yes,69829.4,Retained,Senior,Good,Zero Balance
15592387,Burke,566,France,Male,30,5,0,1,Yes,No,54926.51,Exited,Young Adult,Poor,Zero Balance
15609286,Chadwick,702,France,Male,37,10,150525.8,1,Yes,Yes,94728.49,Retained,Adult,Good,High balance
15814035,Lawrence,601,France,Male,29,9,0,1,Yes,Yes,80393.27,Retained,Young Adult,Fair,Zero Balance
15661249,Bellucci,699,France,Male,53,4,0,2,No,Yes,111307.98,Retained,Middle-Aged,Good,Zero Balance
15629117,Harper,584,France,Male,28,10,0,2,Yes,No,19834.32,Retained,Young Adult,Fair,Zero Balance
15607170,Boyle,699,France,Male,35,5,0,2,Yes,Yes,78397.24,Retained,Adult,Good,Zero Balance
15586585,Duncan,698,Germany,Female,51,2,111018.98,1,Yes,No,86410.28,Retained,Middle-Aged,Good,High balance
15686611,Moss,495,France,Male,30,10,129755.99,1,No,No,172749.65,Retained,Young Adult,Poor,High balance
15603203,Avdeyeva,650,France,Female,27,6,0,2,Yes,No,1002.39,Retained,Young Adult,Fair,Zero Balance
15619857,Crawford,605,France,Female,64,2,129555.7,1,Yes,Yes,13601.79,Retained,Senior,Fair,High balance
15805062,Lynton,667,Spain,Male,38,1,87202.38,1,Yes,Yes,77866.91,Retained,Adult,Fair,Medium Balance
15660271,Duncan,688,Germany,Male,26,8,146133.39,1,Yes,Yes,175296.76,Retained,Young Adult,Good,High balance
15745295,Gether,727,Spain,Female,31,0,0,1,Yes,No,121751.04,Exited,Adult,Good,Zero Balance
15719352,Davidson,754,Spain,Male,39,6,170184.99,2,Yes,No,89593.26,Retained,Adult,Very Good,High balance
15766575,Larionova,612,Germany,Female,62,8,140745.33,1,Yes,No,193437.89,Exited,Senior,Fair,High balance
15594594,Loggia,546,Spain,Male,42,7,139070.51,1,Yes,Yes,86945,Retained,Adult,Poor,High balance
15646161,Steinhoff,673,Spain,Female,37,8,0,2,Yes,Yes,183318.79,Retained,Adult,Good,Zero Balance
15682585,Guerra,593,France,Male,35,9,114193.24,1,Yes,No,71154.1,Retained,Adult,Fair,High balance
15603134,Pai,656,Spain,Female,40,10,167878.5,1,No,Yes,151887.16,Retained,Adult,Fair,High balance
15636444,Craig,535,Germany,Female,53,5,141616.55,2,Yes,Yes,75888.65,Retained,Middle-Aged,Poor,High balance
15773456,Lazareva,678,Germany,Male,36,3,145747.67,2,No,Yes,89566.74,Retained,Adult,Good,High balance
15745307,Ch'iu,477,Spain,Female,48,2,129120.64,1,No,Yes,26475.79,Retained,Middle-Aged,Poor,High balance
15604119,Alderete,850,Spain,Male,35,7,110349.82,1,No,No,126355.8,Retained,Adult,Excellent,High balance
15626900,Kung,427,France,Male,29,1,141325.56,1,Yes,Yes,93839.3,Retained,Young Adult,Poor,High balance
15605447,Palermo,752,France,Male,49,2,78653.84,1,Yes,No,7698.6,Retained,Middle-Aged,Very Good,Medium Balance
15589030,Ts'ai,649,France,Male,47,1,0,2,Yes,Yes,145593.85,Retained,Middle-Aged,Fair,Zero Balance
15692463,Rahman,799,Spain,Female,28,3,142253.65,1,Yes,No,45042.56,Retained,Young Adult,Very Good,High balance
15712403,McMillan,589,France,Female,61,1,0,1,Yes,No,61108.56,Exited,Senior,Fair,Zero Balance
15811762,Pickering,583,Germany,Female,54,6,115988.86,1,Yes,No,57553.98,Exited,Middle-Aged,Fair,High balance
15718673,Mirams,839,Spain,Female,33,10,75592.43,1,Yes,No,62674.42,Retained,Adult,Excellent,Medium Balance
15724282,Tsao,540,Germany,Male,44,3,164113.04,2,Yes,Yes,12120.79,Retained,Adult,Poor,High balance
15738181,Douglas,850,France,Male,31,6,67996.23,2,No,No,50129.87,Exited,Adult,Excellent,Medium Balance
15633648,Jideofor,696,Spain,Female,51,5,0,2,Yes,No,55022.43,Retained,Middle-Aged,Good,Zero Balance
15603323,Bell,660,Spain,Female,33,1,0,2,No,No,117834.91,Retained,Adult,Fair,Zero Balance
15583725,Mairinger,682,France,Male,48,1,138778.15,1,No,Yes,168840.23,Retained,Middle-Aged,Good,High balance
15588350,McIntyre,744,France,Female,43,10,147832.15,1,No,Yes,24234.11,Retained,Adult,Very Good,High balance
15798398,Pagnotto,785,France,Female,36,4,135438.4,1,No,No,190627.01,Retained,Adult,Very Good,High balance
15784844,K'ung,752,Spain,Male,48,5,116060.08,1,Yes,No,156618.38,Exited,Middle-Aged,Very Good,High balance
15580684,Feng,706,France,Female,29,5,112564.62,1,Yes,No,42334.38,Retained,Young Adult,Good,High balance
15809663,Donaldson,583,France,Female,27,1,125406.58,1,Yes,Yes,110784.42,Retained,Young Adult,Fair,High balance
15640078,Chambers,660,Germany,Female,39,5,135134.99,1,Yes,No,173683,Exited,Adult,Fair,High balance
15698786,Marcelo,819,France,Female,39,9,133102.92,1,Yes,No,27046.46,Exited,Adult,Excellent,High balance
15569807,Ejimofor,673,France,Female,34,8,42157.08,1,Yes,No,20598.59,Exited,Adult,Good,Low Balance
15730830,Dale,752,France,Female,30,3,0,2,Yes,Yes,104991.28,Retained,Young Adult,Very Good,Zero Balance
15805112,Pokrovsky,578,France,Male,38,7,82259.29,1,Yes,No,8996.97,Retained,Adult,Poor,Medium Balance
15633064,Stonebraker,438,France,Female,36,4,0,2,Yes,No,64420.5,Retained,Adult,Poor,Zero Balance
15703119,Liang,652,France,Male,38,6,0,2,Yes,Yes,145700.22,Retained,Adult,Fair,Zero Balance
15730447,Anderson,629,France,Female,49,4,0,2,Yes,Yes,196335.48,Retained,Middle-Aged,Fair,Zero Balance
15813850,Christian,720,France,Male,52,7,0,1,Yes,Yes,14781.12,Retained,Middle-Aged,Good,Zero Balance
15711889,Mao,668,France,Male,42,3,150461.07,1,Yes,No,108139.23,Retained,Adult,Fair,High balance
15664610,Campbell,459,Germany,Male,48,4,133994.52,1,Yes,Yes,19287.06,Exited,Middle-Aged,Poor,High balance
15751710,Ginikanwa,729,Spain,Male,31,8,164870.81,2,Yes,Yes,9567.39,Retained,Adult,Good,High balance
15692926,Toscani,498,Germany,Male,25,8,121702.73,1,Yes,Yes,132210.49,Retained,Young Adult,Poor,High balance
15813741,Nnachetam,549,Spain,Male,25,6,193858.2,1,No,Yes,21600.11,Retained,Young Adult,Poor,High balance
15698474,Sagese,601,Germany,Female,54,1,131039.97,2,Yes,Yes,199661.5,Retained,Middle-Aged,Fair,High balance
15568595,Fleming,544,France,Male,64,9,113829.45,1,Yes,Yes,124341.49,Retained,Senior,Poor,High balance
15603065,Grubb,751,France,Female,30,6,0,2,Yes,No,15766.1,Retained,Young Adult,Very Good,Zero Balance
15592937,Napolitani,632,Germany,Female,41,3,81877.38,1,Yes,Yes,33642.21,Retained,Adult,Fair,Medium Balance
15699637,Anenechi,694,Spain,Male,57,8,116326.07,1,Yes,Yes,117704.65,Retained,Middle-Aged,Good,High balance
15667215,Chandler,678,France,Male,31,2,0,2,Yes,Yes,58803.28,Retained,Adult,Good,Zero Balance
15788659,Howells,695,France,Male,46,4,0,2,Yes,Yes,137537.22,Retained,Middle-Aged,Good,Zero Balance
15763218,Akeroyd,661,France,Female,41,1,0,2,No,Yes,131300.68,Retained,Adult,Fair,Zero Balance
15645772,Onwumelu,661,France,Male,33,9,0,2,Yes,Yes,84174.81,Retained,Adult,Fair,Zero Balance
15725511,Wallace,559,France,Female,31,3,127070.73,1,No,Yes,160941.78,Retained,Adult,Poor,High balance
15575024,Uwaezuoke,503,France,Male,29,3,0,2,Yes,Yes,143954.99,Retained,Young Adult,Poor,Zero Balance
15640825,Loyau,695,Spain,Male,46,3,122549.64,1,Yes,Yes,56297.85,Retained,Middle-Aged,Good,High balance
15662397,Small,640,France,Female,42,5,176099.13,1,Yes,Yes,8404.73,Retained,Adult,Fair,High balance
15576368,Bledsoe,624,Germany,Female,48,3,122388.38,2,No,No,30020.09,Retained,Middle-Aged,Fair,High balance
15674991,Kao,667,France,Male,42,9,0,2,No,Yes,58137.42,Retained,Adult,Fair,Zero Balance
15721024,Wickens,642,France,Male,26,0,0,1,No,No,47472.68,Retained,Young Adult,Fair,Zero Balance
15745621,Wertheim,640,Spain,Female,32,6,118879.35,2,Yes,Yes,19131.71,Retained,Adult,Fair,High balance
15642394,He,529,Spain,Male,35,5,0,2,Yes,Yes,187288.5,Retained,Adult,Poor,Zero Balance
15754605,Jarvis,563,France,Female,39,5,0,2,Yes,Yes,17603.81,Retained,Adult,Poor,Zero Balance
15607040,P'an,593,Spain,Female,38,4,88736.44,2,Yes,No,67020.03,Retained,Adult,Fair,Medium Balance
15715142,Repina,739,Germany,Male,45,7,102703.62,1,No,Yes,147802.94,Exited,Adult,Good,High balance
15810978,Pugliesi,788,Spain,Female,70,1,0,2,Yes,Yes,41610.62,Retained,Senior,Very Good,Zero Balance
15668886,Blakey,684,Spain,Female,38,3,0,2,Yes,No,44255.65,Retained,Adult,Good,Zero Balance
15780804,Nucci,482,France,Male,55,5,97318.25,1,No,Yes,78416.14,Retained,Middle-Aged,Poor,Medium Balance
15613880,Higinbotham,591,Spain,Male,58,5,128468.69,1,No,Yes,137254.55,Retained,Middle-Aged,Fair,High balance
15775238,Achebe,651,Germany,Female,41,4,133432.59,1,No,Yes,151303.48,Retained,Adult,Fair,High balance
15786905,Russo,749,Germany,Female,40,8,141782.57,2,No,No,86333.63,Retained,Adult,Very Good,High balance
15747867,Trevisani,583,France,Male,24,9,135125.28,1,No,No,89801.9,Retained,Young Adult,Fair,High balance
15600337,Dobie,661,Spain,Male,42,2,178820.91,1,No,No,29358.57,Exited,Adult,Fair,High balance
15801277,Maccallum,715,France,Female,31,2,112212.14,2,Yes,Yes,181600.72,Retained,Adult,Good,High balance
15579334,Watkins,769,Germany,Female,45,5,126674.81,1,Yes,No,124118.71,Exited,Adult,Very Good,High balance
15802741,Mitchel,625,France,Female,51,7,136294.97,1,Yes,No,38867.46,Exited,Middle-Aged,Fair,High balance
15720649,Ferdinand,641,France,Female,36,5,66392.64,1,Yes,No,31106.67,Retained,Adult,Fair,Medium Balance
15589493,Otitodilinna,716,Germany,Male,27,1,122552.34,2,Yes,No,67611.36,Retained,Young Adult,Good,High balance
15688251,Mamelu,767,France,Male,43,1,76408.85,2,Yes,No,77837.63,Retained,Adult,Very Good,Medium Balance
15665238,Beneventi,745,Germany,Male,36,8,145071.24,1,No,No,6078.46,Retained,Adult,Very Good,High balance
15740900,Perrodin,589,France,Male,34,6,0,2,Yes,Yes,177896.92,Retained,Adult,Fair,Zero Balance
15681068,Chinagorom,796,France,Female,45,2,109730.22,1,Yes,Yes,123882.73,Retained,Adult,Very Good,High balance
15748625,Napolitano,664,France,Male,57,6,0,2,Yes,Yes,15304.08,Retained,Middle-Aged,Fair,Zero Balance
15727299,Edgar,445,Spain,Male,62,1,64119.38,1,Yes,Yes,76569.64,Exited,Senior,Poor,Medium Balance
15620204,Walker,543,Germany,Female,57,1,106138.33,2,Yes,Yes,120657.32,Exited,Middle-Aged,Poor,High balance
15669516,Steele,746,Spain,Male,36,2,0,2,Yes,Yes,16436.56,Retained,Adult,Very Good,Zero Balance
15736534,Elkins,742,Germany,Male,33,0,181656.51,1,Yes,Yes,107667.91,Retained,Adult,Very Good,High balance
15803457,Hao,750,France,Female,32,5,0,2,Yes,No,95611.47,Retained,Adult,Very Good,Zero Balance
15659098,Toscano,669,France,Male,30,7,95128.86,1,No,No,19799.26,Retained,Young Adult,Fair,Medium Balance
15603436,Savage,594,Spain,Female,49,2,126615.94,2,No,Yes,123214.74,Retained,Middle-Aged,Fair,High balance
15566292,Okwuadigbo,574,Spain,Male,36,1,0,2,No,Yes,71709.12,Retained,Adult,Poor,Zero Balance
15808621,Mordvinova,659,Germany,Male,36,2,76190.48,2,Yes,Yes,149066.14,Retained,Adult,Fair,Medium Balance
15580148,Welch,750,Germany,Male,40,5,168286.81,3,Yes,No,20451.99,Exited,Adult,Very Good,High balance
15776231,Kent,626,Germany,Male,35,4,88109.81,1,Yes,Yes,32825.5,Retained,Adult,Fair,Medium Balance
15773809,Campbell,620,France,Male,42,4,0,2,Yes,No,6232.31,Retained,Adult,Fair,Zero Balance
15649423,Cooper,580,France,Female,35,8,0,2,No,Yes,10357.03,Retained,Adult,Fair,Zero Balance
15734886,Mazzi,686,France,Female,34,3,123971.51,2,Yes,No,147794.63,Retained,Adult,Good,High balance
15722548,Fisher,540,France,Male,48,0,148116.48,1,No,No,116973.48,Retained,Middle-Aged,Poor,High balance
15650288,Summers,634,Germany,Male,35,6,116269.01,1,Yes,No,129964.94,Retained,Adult,Fair,High balance
15629448,Brady,632,Spain,Male,38,1,120599.21,1,Yes,No,92816.86,Retained,Adult,Fair,High balance
15716164,Nicholls,501,France,Female,41,3,144260.5,1,Yes,No,172114.67,Retained,Adult,Poor,High balance
15807609,Yuan,650,Spain,Female,25,3,86605.5,3,Yes,No,16649.31,Exited,Young Adult,Fair,Medium Balance
15578977,Robinson,786,France,Male,34,9,0,2,Yes,No,144517.19,Retained,Adult,Very Good,Zero Balance
15677369,Golubov,554,Germany,Female,37,4,58629.97,1,No,No,182038.6,Retained,Adult,Poor,Medium Balance
15804072,Chen,701,Spain,Female,42,5,0,2,No,No,24210.56,Retained,Adult,Good,Zero Balance
15696859,Oldham,474,France,Male,45,10,0,2,No,No,172175.9,Retained,Adult,Poor,Zero Balance
15653780,Kambinachi,621,France,Female,43,5,0,1,Yes,Yes,47578.45,Retained,Adult,Fair,Zero Balance
15721658,Fleming,672,Spain,Female,56,2,209767.31,2,Yes,Yes,150694.42,Exited,Middle-Aged,Good,High balance
15578761,Cunningham,459,Spain,Female,42,6,129634.25,2,Yes,Yes,177683.02,Exited,Adult,Poor,High balance
15736879,Obinna,669,France,Male,23,1,0,2,No,No,66088.83,Retained,Young Adult,Fair,Zero Balance
15571973,Chinwemma,776,France,Female,38,2,169824.46,1,Yes,No,169291.7,Retained,Adult,Very Good,High balance
15626742,Carpenter,694,France,Male,36,3,97530.25,1,Yes,Yes,117140.41,Retained,Adult,Good,Medium Balance
15672692,Yin,787,France,Female,42,10,145988.65,2,Yes,Yes,79510.37,Retained,Adult,Very Good,High balance
